"category","upc","brand_filled","brand_source","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","mL_n_siblings","mL_sibling_lo","mL_sibling_hi","nic_yield_tot_imputed","nic_rule","implied_raw_mg_per_mL","t2_type_override","review_flag","total_units"
"e-liquid (impute mL)","084043916103","ZIG-ZAG","raw","ZIG-ZAG E-CG LIQUID MN","ZIG-ZAG E-CG LIQUID MN",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",851
"bare UPC (needs barcode lookup)","081649401453","NICOTEK","prefix",NA,NA,NA,9.995843,"prefix10",6,9.995843,9.995843,163.13215776,"prefix10",24,NA,"ok",836
"bare UPC (needs barcode lookup)","081068701483","NJOY","prefix",NA,NA,NA,3.8,"prefix11",2,3.8,3.8,32.64,"prefix11",12.6,NA,"ok",834
"e-liquid (impute mL)","085003554338","FIFTY","line_firstword","FIFTY BAR","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZLE ICE BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",825
"e-liquid (impute mL)","085005158209","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LIME CRANBERRY BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",819
"bare UPC (needs barcode lookup)","070471534527",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",815
"e-liquid (impute mL)","081102002186","IMPERIAL","raw","IMPRL HK E-CG LIQUID P-MNG","IMPRL HK E-CG LIQUID P-MNG",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",813
"e-liquid (impute mL)","085005158207","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRIES BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",812
"e-liquid (impute mL)","065875194361","JUUL","line","ELCT CGRTT CARTRIDGE","ELCT CGRTT CARTRIDGE",1,0.7,"line_percart",10,NA,NA,61.2,"line",128.6,NA,"weak:coarse_match",810
"bare UPC (needs barcode lookup)","003760401203",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",806
"e-liquid (impute mL)","084934900227","V2 CIGS","raw","V2 CIGS E-CG MN","V2 CIGS E-CG MN",1,1,"prefix11",2,1,1,12.24,"prefix11",18,NA,"ok",802
"e-liquid (impute mL)","076746199275","MADURO DISTRIBUTORS","manual","LOON AIR","LOON AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FANTASNE MESH COIL BOX 1 COUNT",1,8.5,"manual",NA,NA,NA,289,"manual",50,"Disposable","ok:manual",770
"e-liquid (impute mL)","081102002184","IMPERIAL","raw","IMPRL HK E-CG LIQUID PINEAPPLE","IMPRL HK E-CG LIQUID PINEAPPLE",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",761
"e-liquid (impute mL)","081102002217","IMPERIAL","raw","IMPRL HK E-CG LIQUID 3D APPLE","IMPRL HK E-CG LIQUID 3D APPLE",1,19.991686,"prefix8+carts",1,19.991686,19.991686,244.69823664,"prefix8+carts",18,NA,"note:single_sibling",750
"bare UPC (needs barcode lookup)","081649401465","NICOTEK","prefix",NA,NA,NA,9.995843,"prefix10",6,9.995843,9.995843,163.13215776,"prefix10",24,NA,"ok",744
"e-liquid (impute mL)","081102002195","IMPERIAL","raw","IMPRL HK E-CG LIQUID J-JC","IMPRL HK E-CG LIQUID J-JC",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",726
"e-liquid (impute mL)","085003554343","FIFTY","line_firstword","FIFTY BAR","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO JUICY MANGO MELON ICE BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",725
"e-liquid (impute mL)","081102002170","IMPERIAL","raw","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",699
"e-liquid (impute mL)","002590017500","E SWISHER","raw","E SWISHER E-CGAC","E SWISHER E-CGAC",1,3,"prefix11",2,3,3,30.6,"prefix11",15,NA,"ok",698
"e-liquid (impute mL)","036586037182","VAPIN PLUS","raw","VPLS E-CG LIQUID APPLE","VPLS E-CG LIQUID APPLE",1,14.9937645,"prefix10",4,14.9937645,14.9937645,163.13215776,"prefix10",16,NA,"ok",668
"e-liquid (impute mL)","081821401001","GREEN SMOKE","raw","GS-VP E-CG A-T","GS-VP E-CG A-T",1,1,"prefix8_percart",1,NA,NA,48.96,"prefix8",72,NA,"weak:coarse_match",666
"bare UPC (needs barcode lookup)","061772491452",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",654
"bare UPC (needs barcode lookup)","081649401456","NICOTEK","prefix",NA,NA,NA,9.995843,"prefix10",6,9.995843,9.995843,163.13215776,"prefix10",24,NA,"ok",645
"e-liquid (impute mL)","085003554344","FIFTY","line_firstword","FIFTY BAR","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ALOE GRAPPLE WATERMELON BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",637
"e-liquid (impute mL)","085570400408","NEO","raw","NEO E-CG MN","NEO E-CG MN",1,7.5,"prefix10",8,1,10,102,"prefix10",20,NA,"CHECK:siblings_disagree",636
"bare UPC (needs barcode lookup)","002012632802","MISTIC","prefix",NA,NA,NA,5,"prefix11",4,5,5,51,"prefix11",15,NA,"ok",631
"e-liquid (impute mL)","085005158210","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SUPER SOUR BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",631
"e-liquid (impute mL)","081649401448","NICOTEK","raw","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,9.995843,"prefix11",1,9.995843,9.995843,108.75477184,"prefix11",16,NA,"note:single_sibling",627
"e-liquid (impute mL)","081102002166","IMPERIAL","raw","IMP-SMOKE E-CG LIQUID MN","IMP-SMOKE E-CG LIQUID MN",1,19.991686,"prefix11",1,19.991686,19.991686,244.69823664,"prefix11",18,NA,"note:single_sibling",626
"e-liquid (impute mL)","081102002165","IMPERIAL","raw","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.991686,"prefix11",1,19.991686,19.991686,244.69823664,"prefix11",18,NA,"note:single_sibling",625
"e-liquid (impute mL)","085609000332","ISMOK","raw","ISMOK E-CG CT RFL/ECC=","ISMOK E-CG CT RFL/ECC=",5,NA,"none",NA,NA,NA,59.5,"own(low-conf)",NA,NA,"",619
"e-liquid (impute mL)","081102002210","IMPERIAL","raw","IMPRL HK E-CG LIQUID B-B","IMPRL HK E-CG LIQUID B-B",1,19.991686,"prefix8+carts",1,19.991686,19.991686,244.69823664,"prefix8+carts",18,NA,"note:single_sibling",613
"e-liquid (impute mL)","081649401437","NICOTEK","raw","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,9.995843,"prefix11",4,9.995843,9.995843,163.13215776,"prefix11",24,NA,"ok",613
"e-liquid (impute mL)","061737594344","SQUARE","raw","SQUARE","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN ORIGINAL RED 1000 PUFFS BOX 1 COUNT",1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",608
"e-liquid (impute mL)","085609000315","ISMOK","raw","ISMOK E-CGC CT","ISMOK E-CGC CT",3,NA,"none",NA,NA,NA,36.72,"own(low-conf)",NA,NA,"",608
"e-liquid (impute mL)","076746199117","MADURO DISTRIBUTORS","manual","LOON MAXX","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO H2O BOX 1 COUNT",1,6.5,"manual",NA,NA,NA,221,"manual",50,"Disposable","ok:manual",605
"e-liquid (impute mL)","061772451137","SQUARE","raw","SQ-DR E-CG LIQUID LOVE ME","SQ-DR E-CG LIQUID LOVE ME",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",601
"e-liquid (impute mL)","081102002171","IMPERIAL","raw","IMP-SMOKE E-CG LIQUID TOB LEAF","IMP-SMOKE E-CG LIQUID TOB LEAF",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",601
"e-liquid (impute mL)","081505802046","LOGIC","raw","LOGIC POWER E-CG CHERRY","LOGIC POWER E-CG CHERRY",1,1.2,"gpt_verified",NA,NA,NA,22.032,"gpt_verified",27,"Closed pod","ok:gpt-medium",598
"e-liquid (impute mL)","081821401004","GREEN SMOKE","raw","GREEN SMOKE E-CG M-I","GREEN SMOKE E-CG M-I",2,2,"prefix8_percart",1,NA,NA,48.96,"prefix8",36,NA,"weak:coarse_match",596
"non-e-liquid (exclude)","085570400814","MISTIC","raw","HAUS ECTA","HAUS ECTA",1,NA,"excluded",NA,NA,NA,NA,"excluded",NA,NA,"excluded",596
"e-liquid (impute mL)","081102002176","IMPERIAL","raw","IMPRL HK E-CG LIQUID S-FL","IMPRL HK E-CG LIQUID S-FL",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",575
"e-liquid (impute mL)","061772451152","SQUARE","raw","SQ-DR E-CG LIQUID NBG","SQ-DR E-CG LIQUID NBG",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",574
"e-liquid (impute mL)","081821401002","GREEN SMOKE","raw","GS-VP E-CG M-I","GS-VP E-CG M-I",1,1,"prefix8_percart",1,NA,NA,48.96,"prefix8",72,NA,"weak:coarse_match",574
"e-liquid (impute mL)","084043916100","ZIG-ZAG","raw","ZIG-ZAG E-CG LIQUID TRDNL","ZIG-ZAG E-CG LIQUID TRDNL",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",574
"e-liquid (impute mL)","081649401445","FAZE","raw","FAZE E-CG LIQUID APPLE","FAZE E-CG LIQUID APPLE",1,9.995843,"prefix11",1,9.995843,9.995843,108.75477184,"prefix11",16,NA,"note:single_sibling",573
"e-liquid (impute mL)","061772451170","SQUARE","raw","SQ-DR E-CG LIQUID OST","SQ-DR E-CG LIQUID OST",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",569
"e-liquid (impute mL)","076746199119","MADURO DISTRIBUTORS","manual","LOON MAXX","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLEAR BOX 1 COUNT",1,6.5,"manual",NA,NA,NA,221,"manual",50,"Disposable","ok:manual",564
"e-liquid (impute mL)","081649401438","NICOTEK","raw","NL-NBL E-CG LIQUID KIWI","NL-NBL E-CG LIQUID KIWI",1,9.995843,"prefix11",4,9.995843,9.995843,163.13215776,"prefix11",24,NA,"ok",562
"e-liquid (impute mL)","081649401435","NICOTEK","raw","NL-NBL E-CG LIQUID APPLE","NL-NBL E-CG LIQUID APPLE",1,9.995843,"prefix11",4,9.995843,9.995843,163.13215776,"prefix11",24,NA,"ok",561
"bare UPC (needs barcode lookup)","085001754805",NA,"unknown",NA,NA,1,1.6,"brand+carts",25,0.5,6,64.6,"brand+carts",59.4,NA,"CHECK:siblings_disagree",551
"e-liquid (impute mL)","081649401447","NICOTEK","raw","NL-NBL E-CG LIQUID VANILLA","NL-NBL E-CG LIQUID VANILLA",1,9.995843,"prefix11",1,9.995843,9.995843,108.75477184,"prefix11",16,NA,"note:single_sibling",545
"e-liquid (impute mL)","089961000209","CIGIREX","raw","CIGIREX E-CG","CIGIREX E-CG",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",540
"bare UPC (needs barcode lookup)","085436100477",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",535
"e-liquid (impute mL)","081505802012","LOGIC","raw","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",534
"e-liquid (impute mL)","089961000214","CIGIREX","raw","CIGIREX E-CGC MN RFL","CIGIREX E-CGC MN RFL",5,NA,"none",NA,NA,NA,57.8,"own(low-conf)",NA,NA,"",531
"e-liquid (impute mL)","081505802016","LOGIC","raw","LOGIC E-CGC TOB","LOGIC E-CGC TOB",1,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",530
"e-liquid (impute mL)","089961000212","CIGIREX","raw","CIGIREX E-CGC REGULAR RFL","CIGIREX E-CGC REGULAR RFL",5,NA,"none",NA,NA,NA,57.8,"own(low-conf)",NA,NA,"",522
"e-liquid (impute mL)","002145800003","CLEAN CIG","raw","CLEAN CIG E-CG REGULAR","CLEAN CIG E-CG REGULAR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",485
"e-liquid (impute mL)","085609000317","ISMOK","raw","ISMOK E-CGC MN/BT/ECC","ISMOK E-CGC MN/BT/ECC",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",481
"e-liquid (impute mL)","061772451156","SQUARE","raw","SQ-DR E-CG LIQUID RYDGR","SQ-DR E-CG LIQUID RYDGR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",479
"e-liquid (impute mL)","061772451131","SQUARE","raw","SQ-DR E-CG LIQUID CMYK","SQ-DR E-CG LIQUID CMYK",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",469
"bare UPC (needs barcode lookup)","087674200074",NA,"unknown",NA,NA,1,1.6,"brand+carts",25,0.5,6,64.6,"brand+carts",59.4,NA,"CHECK:siblings_disagree",468
"e-liquid (impute mL)","075362007995","ESCO BARS","raw","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BANANA BOX 1 COUNT",1,6,"gpt_verified",NA,NA,NA,204,"gpt_verified",50,"Disposable","ok:gpt-medium",454
"e-liquid (impute mL)","692660811307","PALAX","line","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH PEACH DEW MESH COIL BOX 1 COUNT",1,18,"prefix11",1,18,18,102,"prefix11",8.3,NA,"note:single_sibling",454
"e-liquid (impute mL)","061772491336","SQUARE","raw","SQUARE","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN MINTY MENTHOL 1000 PUFFS BOX 1 COUNT",1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",453
"e-liquid (impute mL)","085124700303","MODERN SMOKE","raw","MD-SMK E-CGCM MN","MD-SMK E-CGCM MN",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",448
"e-liquid (impute mL)","089961000210","CIGIREX","raw","CIGIREX E-CG","CIGIREX E-CG",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",438
"e-liquid (impute mL)","089961000211","CIGIREX","raw","CIGIREX E-CG MN","CIGIREX E-CG MN",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",437
"bare UPC (needs barcode lookup)","061772451132",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",436
"bare UPC (needs barcode lookup)","061772451153",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",436
"e-liquid (impute mL)","085003554337","FIFTY","line_firstword","FIFTY BAR","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA CUSTARD BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",436
"e-liquid (impute mL)","061772451138","SQUARE","raw","SQ-DR E-CG LIQUID MML","SQ-DR E-CG LIQUID MML",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",434
"bare UPC (needs barcode lookup)","081713502364",NA,"unknown",NA,NA,NA,4.9979215,"prefix10",1,4.9979215,4.9979215,20.39151972,"prefix10",6,NA,"note:single_sibling",426
"e-liquid (impute mL)","002590017501","E SWISHER","raw","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,"prefix11",2,3,3,30.6,"prefix11",15,NA,"ok",423
"e-liquid (impute mL)","081505802013","LOGIC","raw","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",420
"e-liquid (impute mL)","081836802813","STIG","raw","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.5,"line_percart",6,NA,NA,61.2,"line",60,NA,"weak:coarse_match",419
"e-liquid (impute mL)","075362020291","ESCO BARS","raw","ESCO BARS","ESCO BARS SMOKING ALTERNATIVE PRODUCT MANGO ICE 1 COUNT",1,6,"gpt_verified",NA,NA,NA,204,"gpt_verified",50,"Disposable","ok:gpt-medium",416
"e-liquid (impute mL)","081836802961",NA,"unknown",NA,"STIG VGOD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH ICE WATERMELON BOX IN WRAP 3 COUNT",1,1.6,"brand+carts",25,0.5,6,64.6,"brand+carts",59.4,NA,"CHECK:siblings_disagree",416
"e-liquid (impute mL)","085143800736","JAK","raw","ELCT CGRTT","ELCT CGRTT",1,1.25,"line+carts",2,1,1.5,32.64,"line+carts",38.4,NA,"minor:some_spread",403
"bare UPC (needs barcode lookup)","085436100482",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",400
"e-liquid (impute mL)","089961000213","CIGIREX","raw","CIGIREX E-CGC RFL","CIGIREX E-CGC RFL",5,NA,"none",NA,NA,NA,57.8,"own(low-conf)",NA,NA,"",400
"e-liquid (impute mL)","081649401225","NICOTEK","raw","NICOTEK METRO E-CG VO","NICOTEK METRO E-CG VO",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",396
"bare UPC (needs barcode lookup)","085436100421",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",395
"e-liquid (impute mL)","065436770663","CIGALECTRIC","raw","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",391
"e-liquid (impute mL)","084043916151","ZIG-ZAG","raw","ZIG-ZAG E-CG LIQUID MANGO","ZIG-ZAG E-CG LIQUID MANGO",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",380
"e-liquid (impute mL)","085410000352","QUIK E-CIG","raw","QUIK E-CIG E-CG TOB","QUIK E-CIG E-CG TOB",1,5,"prefix10",1,5,5,54.4,"prefix10",16,NA,"note:single_sibling",379
"e-liquid (impute mL)","084018990339","SHENZHEN GOLDREAMS TECHNOLOGY","line","AIR BAR","AIR BAR ANTISMOKING PRODUCT 1 COUNT",1,10,"prefix10",2,10,10,110.5,"prefix10",16.2,NA,"ok",375
"e-liquid (impute mL)","697184747280","JUICY BAR","line","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT ICE MESH COIL BOX 1 COUNT",1,13,"prefix11",1,13,13,102,"prefix11",11.5,NA,"note:single_sibling",373
"e-liquid (impute mL)","081505802017","LOGIC","raw","LOGIC E-CGC MN","LOGIC E-CGC MN",1,1.2,"prefix10",14,1.2,3.6,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",370
"e-liquid (impute mL)","081649401226","NICOTEK","raw","NICOTEK METRO E-CG MN","NICOTEK METRO E-CG MN",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",370
"e-liquid (impute mL)","085682400258","ECO-CIGS","raw","ECO-CIGS E-CGCM TOB RFL","ECO-CIGS E-CGCM TOB RFL",3,NA,"none",NA,NA,NA,36.72,"own(low-conf)",NA,NA,"",367
"e-liquid (impute mL)","085965400220","BLU","raw","BL-EGS E-CGCM JAVA JOLT RFL","BL-EGS E-CGCM JAVA JOLT RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",362
"e-liquid (impute mL)","084043916124","ZIG-ZAG","raw","ZIG-ZAG E-CG LIQUID DRBRY","ZIG-ZAG E-CG LIQUID DRBRY",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",356
"bare UPC (needs barcode lookup)","085607300329",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",355
"bare UPC (needs barcode lookup)","085436100481",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",346
"e-liquid (impute mL)","692660811311","PALAX","line","PALAX","PALAX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MANGO CHILL BOX 1 COUNT",1,18,"prefix11",1,18,18,102,"prefix11",8.3,NA,"note:single_sibling",346
"e-liquid (impute mL)","073621120294","SMOKERS 1 CHOICE","raw","S1C E-CG MN N-FL MEDIUM","S1C E-CG MN N-FL MEDIUM",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",344
"e-liquid (impute mL)","697184747274","JUICY BAR","line","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO VANILLA ICE CREAM MESH COIL BOX 1 COUNT",1,13,"prefix10",2,13,13,102,"prefix10",11.5,NA,"ok",336
"e-liquid (impute mL)","002145802000","CLEAN CIG","raw","CLN-CG E-CGA MN","CLN-CG E-CGA MN",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",331
"e-liquid (impute mL)","084920500142","VUSE","raw","VUSE DVC OGN/BT&ECC","VUSE DVC OGN/BT&ECC",1,0.5,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",48,"Closed pod","ok:gpt-medium",330
"e-liquid (impute mL)","065436770664","CIGALECTRIC","raw","CIGALECTRIC E-CGC MN","CIGALECTRIC E-CGC MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",329
"e-liquid (impute mL)","079361829246","DINNER LADY","line","DINNER LADY","DINNER LADY SMOKING ALTERNATIVE PRODUCT STRAWBERRY ICE 1 COUNT",1,1.5,"line+carts",6,1.5,9.995843,25.5,"line+carts",25,NA,"CHECK:siblings_disagree",325
"bare UPC (needs barcode lookup)","085436100420",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",321
"e-liquid (impute mL)","036586038289","21ST CENTURY SMOKE","raw","21SCS E-CGC REGULAR","21SCS E-CGC REGULAR",3,5.4,"prefix10",3,0.9,5.4,58.752,"gpt_verified",16,"Closed pod","CHECK:siblings_disagree",318
"e-liquid (impute mL)","084043916407","ZIG-ZAG","raw","ZIG-ZAG EVC CLMR","ZIG-ZAG EVC CLMR",2,2.8,"prefix8_percart",1,NA,NA,110.5,"prefix8",58,NA,"weak:coarse_match",316
"e-liquid (impute mL)","085266255761","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",315
"e-liquid (impute mL)","073621120264","SMOKERS 1 CHOICE","raw","S1C E-CG MEDIUM","S1C E-CG MEDIUM",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",311
"e-liquid (impute mL)","002590017504","E SWISHER","raw","E SWISHER E-CGC MB RFL","E SWISHER E-CGC MB RFL",3,3,"prefix11",2,3,3,30.6,"prefix11",15,NA,"ok",309
"e-liquid (impute mL)","085266255825","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",308
"e-liquid (impute mL)","085266255801","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",306
"e-liquid (impute mL)","088886130601","LEAP","raw","LEAP GO","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE CITRUS MENTHOL BOX 1 COUNT",1,1.5,"prefix8_percart",10,NA,NA,97.92,"prefix8",96,NA,"weak:coarse_match",306
"e-liquid (impute mL)","085830200521","NE WHERE","raw","NE WHERE ECGVT RFL","NE WHERE ECGVT RFL",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",300
"e-liquid (impute mL)","036586038204","21ST CENTURY SMOKE","raw","21SCS E-CGAC MN","21SCS E-CGAC MN",3,5.4,"prefix10",3,0.9,5.4,58.752,"gpt_verified",16,"Closed pod","CHECK:siblings_disagree",299
"bare UPC (needs barcode lookup)","085436100424",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",297
"e-liquid (impute mL)","081102002182","IMPERIAL","raw","IMPRL HK E-CG LIQUID P-CLD","IMPRL HK E-CG LIQUID P-CLD",1,19.991686,"prefix10",1,19.991686,19.991686,244.69823664,"prefix10",18,NA,"note:single_sibling",293
"e-liquid (impute mL)","085014900708","MISTIC","raw","M2CFP E-CG NEON CREAM","M2CFP E-CG NEON CREAM",1,10,"gpt_verified",NA,NA,NA,27.2,"gpt_verified",4,"Closed pod","ok:gpt-high",290
"bare UPC (needs barcode lookup)","085607300328",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",289
"e-liquid (impute mL)","036586038207","21ST CENTURY SMOKE","raw","21SCS E-CGAC REGULAR","21SCS E-CGAC REGULAR",3,5.4,"prefix10",3,0.9,5.4,58.752,"gpt_verified",16,"Closed pod","CHECK:siblings_disagree",287
"e-liquid (impute mL)","085436100422","NE WHERE","raw","NE WHERE EHOK ORANGE CREAM","NE WHERE EHOK ORANGE CREAM",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",287
"e-liquid (impute mL)","088796900501","BLU","raw","BLU","BLU SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MENTHOL CARTOON 1 COUNT",1,1,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",24,"Disposable","ok:gpt-medium",286
"e-liquid (impute mL)","002012632805","MISTIC","raw","MISTIC E-CGC MN RFL","MISTIC E-CGC MN RFL",5,5,"prefix11",4,5,5,51,"prefix11",15,NA,"ok",283
"e-liquid (impute mL)","065436704331","CIGALECTRIC","raw","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",280
